match_id,match_date,competition,season,home_team,away_team,home_score,away_score,home_team_jersey_color,away_team_jersey_color,home_team_number_color,away_team_number_color,home_team_coach,away_team_coach,pitch_name,pitch_length,pitch_width,provider,fps
2440,10/11/2019 16:30,Premier League,2019/2020,Liverpool Football Club,Manchester City,3,1,#c10021,#57a0d3,#ffffff,#ffffff,Jürgen Klopp,Pep Guardiola,Anfield,101,68,,
