match_id,match_date,competition,season,home_team,away_team,home_score,away_score,home_team_jersey_color,away_team_jersey_color,home_team_number_color,away_team_number_color,home_team_coach,away_team_coach,pitch_name,pitch_length,pitch_width,provider,fps
3518,08/03/2020 19:45,Serie A,2019/2020,Juventus,Inter Milan,2,0,#ffffff,#151ebf,#000000,#ffffff,Maurizio Sarri,Antonio Conte,Allianz Stadium,105,68,,
