match_id,match_date,competition,season,home_team,away_team,home_score,away_score,home_team_jersey_color,away_team_jersey_color,home_team_number_color,away_team_number_color,home_team_coach,away_team_coach,pitch_name,pitch_length,pitch_width,provider,fps
4039,02/07/2020 19:15,Premier League,2019/2020,Manchester City,Liverpool Football Club,5,0,#00fff5,#c10021,#ffffff,#ffffff,Pep Guardiola,Jürgen Klopp,Etihad,105,68,,
