match_id,match_date,competition,season,home_team,away_team,home_score,away_score,home_team_jersey_color,away_team_jersey_color,home_team_number_color,away_team_number_color,home_team_coach,away_team_coach,pitch_name,pitch_length,pitch_width,provider,fps
2269,27/10/2019 20:00,Ligue 1,2019/2020,Paris Saint-Germain,Olympique de Marseille,1,0,#003a67,#ffffff,#ffffff,#85c5e3,Thomas Tuchel,Andre Villas-Boas,Parc des Princes,105,68,,
