match_id,match_date,competition,season,home_team,away_team,home_score,away_score,home_team_jersey_color,away_team_jersey_color,home_team_number_color,away_team_number_color,home_team_coach,away_team_coach,pitch_name,pitch_length,pitch_width,provider,fps
2068,06/10/2019 18:45,Serie A,2019/2020,Inter Milan,Juventus,1,2,#151ebf,#000000,#ffffff,#ffffff,Antonio Conte,Maurizio Sarri,San Siro,105,68,,
