match_id,match_date,competition,season,home_team,away_team,home_score,away_score,home_team_jersey_color,away_team_jersey_color,home_team_number_color,away_team_number_color,home_team_coach,away_team_coach,pitch_name,pitch_length,pitch_width,provider,fps
3442,01/03/2020 20:00,LaLiga,2019/2020,Real Madrid CF,FC Barcelona,2,0,#ffffff,#0500cf,#bfb600,#ff9a0c, Zinedine Zidane,Quique Setien,Santiago Bernabeu,105,68,,
