match_id,match_date,competition,season,home_team,away_team,home_score,away_score,home_team_jersey_color,away_team_jersey_color,home_team_number_color,away_team_number_color,home_team_coach,away_team_coach,pitch_name,pitch_length,pitch_width,provider,fps
3749,26/05/2020 16:30,Bundesliga,2019/2020,Borussia Dortmund,FC Bayern Munchen,0,1,#f4e422,#e4070c,#000000,#ffffff,Lucien Favre,Hans-Dieter Flick,Signal Iduna Park,105,68,,
